item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM10908,Electronics,34.6,0.6,7,10,10.0,0.0003007116843195562,Intermittent
ITM12082,Automotive,17.0,2.25,5,6,6.0,0.017517301038062285,Intermittent
ITM11201,Pharma,13.89,3.41,7,14,14.0,0.06027042674598992,Intermittent
ITM11980,Pharma,32.0,7.63,7,13,13.0,0.056852441406249996,Intermittent
ITM10826,Apparel,32.07,8.28,6,6,6.0,0.06665960773950107,Intermittent
ITM10845,Automotive,32.44,5.62,5,13,13.0,0.030013105860995776,Intermittent
ITM11157,Electronics,17.28,3.05,4,4,4.0,0.03115388428069272,Intermittent
ITM10414,Electronics,44.05,4.17,9,7,7.0,0.00896149123699851,Intermittent
ITM11148,Apparel,19.13,5.96,8,3,3.0,0.0970649822424444,Intermittent
ITM10174,Pharma,15.2,3.53,6,8,8.0,0.05393395083102493,Intermittent
ITM11600,Automotive,35.3,2.51,3,4,4.0,0.005055894839056569,Intermittent
ITM12527,Groceries,6.33,6.9,9,4,4.0,1.1882033197816764,Lumpy
ITM12543,Automotive,42.87,2.05,8,9,9.0,0.0022866555786315965,Intermittent
ITM12602,Automotive,39.94,5.08,4,12,12.0,0.0161774960889005,Intermittent
ITM10563,Pharma,27.95,6.53,5,12,12.0,0.05458367068717779,Intermittent
ITM11708,Apparel,1.94,3.56,6,4,4.0,3.367414177914763,Lumpy
ITM12319,Groceries,32.83,7.15,7,4,4.0,0.047431877766086365,Intermittent
ITM12443,Groceries,2.55,0.9,5,8,8.0,0.12456747404844293,Intermittent
ITM12001,Groceries,36.7,2.22,3,6,6.0,0.0036590961399965843,Intermittent
ITM10410,Apparel,2.89,7.73,8,9,9.0,7.154236659043833,Lumpy
ITM10416,Apparel,2.59,1.43,7,6,6.0,0.3048404168095288,Intermittent
ITM12293,Pharma,25.68,5.84,5,9,9.0,0.05171727758853272,Intermittent
ITM10471,Automotive,16.75,9.21,9,12,12.0,0.3023358431721988,Intermittent
ITM11664,Pharma,19.13,4.05,4,9,9.0,0.04482085185441237,Intermittent
ITM12737,Groceries,14.53,5.96,4,8,8.0,0.16825240892777552,Intermittent
ITM12507,Pharma,22.08,5.37,9,11,11.0,0.05914941221644614,Intermittent
ITM11188,Apparel,42.58,6.45,9,10,10.0,0.022946059482760718,Intermittent
ITM11677,Apparel,35.54,7.47,9,6,6.0,0.04417803111033277,Intermittent
ITM12021,Apparel,16.08,6.65,3,12,12.0,0.1710295691938319,Intermittent
ITM10739,Automotive,44.87,6.63,5,9,9.0,0.0218330755580505,Intermittent
ITM12678,Automotive,27.15,2.03,6,10,10.0,0.0055905226064867095,Intermittent
ITM13200,Electronics,2.68,4.25,7,5,5.0,2.514827912675429,Lumpy
ITM12243,Automotive,14.36,5.96,7,5,5.0,0.17225968141153467,Intermittent
ITM13199,Groceries,39.88,1.3,2,12,12.0,0.0010626161332543266,Intermittent
ITM10906,Automotive,27.24,8.18,5,4,4.0,0.09017629770506791,Intermittent
ITM12391,Electronics,28.37,4.48,3,11,11.0,0.02493660674338507,Intermittent
ITM11306,Pharma,17.42,4.82,2,7,7.0,0.07655926848140293,Intermittent
ITM12818,Apparel,3.55,0.5,5,6,6.0,0.019837333862328905,Intermittent
ITM10158,Electronics,8.06,5.18,8,10,10.0,0.41303745482085347,Intermittent
ITM12865,Automotive,26.02,4.47,4,11,11.0,0.029512123648751235,Intermittent
ITM11377,Apparel,23.34,3.52,7,11,11.0,0.022744878620798027,Intermittent
ITM10334,Pharma,40.25,9.53,6,4,4.0,0.056060121137301785,Intermittent
ITM12420,Pharma,6.33,1.86,9,5,5.0,0.08634127715010896,Intermittent
ITM11896,Automotive,20.21,7.22,9,8,8.0,0.1276267670410712,Intermittent
ITM11725,Electronics,7.24,1.64,9,9,9.0,0.05131101004242849,Intermittent
ITM10157,Automotive,22.22,4.81,9,11,11.0,0.046859974026205495,Intermittent
ITM11404,Electronics,40.83,2.43,4,14,14.0,0.0035420426589127915,Intermittent
ITM12628,Pharma,33.8,6.73,8,4,4.0,0.03964575820174365,Intermittent
ITM10583,Electronics,22.19,4.73,2,11,11.0,0.045436793670786596,Intermittent
ITM11908,Pharma,3.89,1.87,3,7,7.0,0.23109152067459246,Intermittent
ITM12691,Electronics,43.54,7.24,3,8,8.0,0.027650327715168125,Intermittent
ITM10622,Pharma,39.82,3.25,4,14,14.0,0.006661380027300147,Intermittent
ITM12113,Apparel,7.29,5.91,3,3,3.0,0.657233822757371,Lumpy
ITM12695,Automotive,8.88,2.22,2,4,4.0,0.0625,Intermittent
ITM12051,Apparel,7.3,1.94,6,5,5.0,0.07062488271720774,Intermittent
ITM12959,Electronics,46.96,3.61,2,5,5.0,0.005909601922982043,Intermittent
ITM12856,Pharma,18.32,0.61,8,3,3.0,0.001108686428557808,Intermittent
ITM12130,Apparel,28.7,9.81,6,14,14.0,0.11683533853755664,Intermittent
ITM10984,Groceries,30.1,0.84,7,11,11.0,0.0007787993510005406,Intermittent
ITM10744,Groceries,2.66,7.2,9,13,13.0,7.326587144553112,Lumpy
ITM11559,Apparel,5.79,2.29,2,11,11.0,0.15642776390715932,Intermittent
ITM10667,Electronics,45.39,2.85,2,14,14.0,0.003942478689865188,Intermittent
ITM10759,Apparel,48.45,2.82,7,3,3.0,0.003387744538910561,Intermittent
ITM11774,Automotive,25.98,5.87,3,9,9.0,0.0510502542075061,Intermittent
ITM12558,Automotive,23.46,2.0,8,8,8.0,0.007267816871364729,Intermittent
ITM11739,Pharma,17.12,4.92,3,12,12.0,0.08258909075028387,Intermittent
ITM11723,Apparel,5.16,2.19,4,5,5.0,0.18013115197404,Intermittent
ITM12931,Automotive,42.38,6.68,6,5,5.0,0.024844543436193037,Intermittent
ITM10192,Pharma,34.45,6.41,7,11,11.0,0.03462084045154943,Intermittent
ITM10490,Electronics,25.29,6.68,2,7,7.0,0.06976783819360112,Intermittent
ITM10406,Electronics,12.08,2.9,2,7,7.0,0.057631792465242755,Intermittent
ITM12205,Automotive,28.95,5.72,5,11,11.0,0.03903866173886846,Intermittent
ITM12143,Electronics,13.99,6.44,6,12,12.0,0.21190260990056722,Intermittent
ITM11762,Electronics,39.82,8.19,3,6,6.0,0.04230242772536686,Intermittent
ITM10925,Groceries,22.44,4.37,3,4,4.0,0.03792426466616463,Intermittent
ITM12943,Apparel,1.29,5.6,3,8,8.0,18.84502133285259,Lumpy
ITM11234,Apparel,9.53,8.03,6,7,7.0,0.709978650288645,Lumpy
ITM11039,Apparel,38.84,4.96,4,6,6.0,0.016308158003311268,Intermittent
ITM10382,Electronics,26.11,0.64,3,3,3.0,0.0006008225225128756,Intermittent
ITM12185,Electronics,30.14,9.39,4,9,9.0,0.09706098371281288,Intermittent
ITM12570,Electronics,40.32,7.39,9,14,14.0,0.03359292574089821,Intermittent
ITM12894,Automotive,15.15,2.76,7,12,12.0,0.033188903048720714,Intermittent
ITM10115,Automotive,17.32,6.58,5,13,13.0,0.14432980068163997,Intermittent
ITM12812,Groceries,43.26,2.91,7,14,14.0,0.004524941280122193,Intermittent
ITM10836,Apparel,20.76,8.19,2,14,14.0,0.15563709111564028,Intermittent
ITM12656,Apparel,31.46,4.41,7,5,5.0,0.01964987275338082,Intermittent
ITM12148,Apparel,43.08,5.13,3,5,5.0,0.014180232152140348,Intermittent
ITM12778,Groceries,29.29,6.76,5,9,9.0,0.0532665597471792,Intermittent
ITM12069,Groceries,45.89,4.56,9,9,9.0,0.009874010164148486,Intermittent
ITM11929,Automotive,36.2,0.7,5,4,4.0,0.0003739202100057994,Intermittent
ITM12762,Electronics,18.99,2.11,6,9,9.0,0.01234567901234568,Intermittent
ITM10242,Electronics,5.39,2.58,6,4,4.0,0.22911940961238603,Intermittent
ITM11454,Electronics,40.46,3.88,7,10,10.0,0.009196269592713944,Intermittent
ITM12357,Automotive,14.93,4.89,9,4,4.0,0.10727489615526621,Intermittent
ITM11734,Automotive,13.91,3.01,6,3,3.0,0.04682510190549185,Intermittent
ITM12381,Electronics,43.93,9.75,9,9,9.0,0.04925913994435511,Intermittent
ITM12644,Pharma,31.05,2.47,9,12,12.0,0.006328061590961542,Intermittent
ITM11294,Groceries,45.31,9.4,9,13,13.0,0.043039536217336215,Intermittent
ITM12000,Pharma,11.58,0.57,5,4,4.0,0.002422883835807672,Intermittent
ITM12073,Automotive,47.8,7.52,6,12,12.0,0.024750266977118747,Intermittent
ITM11072,Groceries,20.8,5.74,4,9,9.0,0.07615477071005919,Intermittent
ITM11931,Automotive,31.45,3.8,7,9,9.0,0.01459909362275396,Intermittent
ITM13070,Apparel,22.91,7.39,7,5,5.0,0.10404918873903747,Intermittent
ITM11705,Groceries,48.42,0.94,7,11,11.0,0.0003768826431126104,Intermittent
ITM12301,Electronics,19.68,3.59,9,4,4.0,0.033276581813074226,Intermittent
ITM10407,Pharma,42.49,6.99,2,4,4.0,0.02706330857077054,Intermittent
ITM11315,Apparel,14.02,2.64,9,11,11.0,0.03545780330117359,Intermittent
ITM10703,Pharma,20.61,9.33,3,5,5.0,0.20493083232161435,Intermittent
ITM11477,Automotive,5.15,4.32,9,10,10.0,0.7036440757847111,Lumpy
ITM12257,Electronics,42.62,5.63,3,14,14.0,0.017449777711030286,Intermittent
ITM10112,Automotive,24.06,6.26,2,3,3.0,0.06769512903803114,Intermittent
ITM12394,Groceries,33.33,6.47,8,8,8.0,0.037682346092395014,Intermittent
ITM11480,Apparel,4.65,2.0,7,4,4.0,0.18499248468030982,Intermittent
ITM12669,Automotive,30.56,7.2,4,9,9.0,0.05550834681066858,Intermittent
ITM11972,Apparel,19.36,2.3,2,6,6.0,0.014113832730004779,Intermittent
ITM12060,Automotive,18.15,4.03,9,9,9.0,0.04930112545439369,Intermittent
ITM12966,Groceries,32.0,4.15,3,7,7.0,0.016818847656250004,Intermittent
ITM10094,Electronics,29.98,4.3,4,7,7.0,0.02057186445399891,Intermittent
ITM10013,Apparel,18.35,8.24,5,14,14.0,0.20164259887592897,Intermittent
ITM11757,Apparel,37.87,7.96,7,13,13.0,0.04418099834123228,Intermittent
ITM12557,Apparel,48.03,5.84,6,4,4.0,0.01478429163811621,Intermittent
ITM12547,Groceries,39.87,1.14,8,7,7.0,0.0008175554751588259,Intermittent
ITM12538,Pharma,10.82,5.93,3,13,13.0,0.30036883159480793,Intermittent
ITM12433,Electronics,5.53,1.51,9,13,13.0,0.07455961073742105,Intermittent
ITM12271,Groceries,26.74,9.86,3,14,14.0,0.13596622004521222,Intermittent
ITM12131,Electronics,14.23,5.61,9,9,9.0,0.1554232271847556,Intermittent
ITM11349,Electronics,29.6,4.4,2,10,10.0,0.022096420745069397,Intermittent
ITM12240,Electronics,17.74,8.64,4,11,11.0,0.23720304180769713,Intermittent
ITM10006,Groceries,9.04,4.72,4,6,6.0,0.2726133604824184,Intermittent
ITM12470,Electronics,40.78,9.49,7,13,13.0,0.05415492790054458,Intermittent
ITM10533,Automotive,13.48,9.55,8,11,11.0,0.5019112830085675,Lumpy
ITM10997,Electronics,12.99,4.11,4,8,8.0,0.10010720628943567,Intermittent
ITM10539,Pharma,33.66,5.63,5,11,11.0,0.027976189845750513,Intermittent
ITM13040,Automotive,14.74,9.64,8,4,4.0,0.427719549532466,Intermittent
ITM10375,Groceries,9.86,8.24,8,13,13.0,0.6983941509736721,Lumpy
ITM12290,Pharma,27.83,3.8,8,11,11.0,0.01864407239219588,Intermittent
ITM10131,Automotive,47.57,8.35,4,9,9.0,0.03081106059737641,Intermittent
ITM10968,Pharma,17.98,2.13,7,12,12.0,0.014033947000807965,Intermittent
ITM12260,Apparel,33.61,6.32,3,5,5.0,0.03535876857607003,Intermittent
ITM12955,Electronics,32.68,3.45,5,14,14.0,0.011144846581741424,Intermittent
ITM13111,Pharma,20.82,4.13,7,13,13.0,0.03934944877690021,Intermittent
ITM12731,Electronics,42.49,6.23,9,13,13.0,0.02149822634882982,Intermittent
ITM10415,Automotive,4.5,2.02,7,3,3.0,0.20150123456790123,Intermittent
ITM13025,Electronics,35.5,5.75,9,6,6.0,0.026234874032929976,Intermittent
ITM12506,Automotive,35.06,1.2,8,3,3.0,0.0011714902234259642,Intermittent
ITM10473,Automotive,14.96,3.69,8,13,13.0,0.06084004761360061,Intermittent
ITM10795,Apparel,1.65,2.7,9,5,5.0,2.6776859504132235,Lumpy
ITM11992,Groceries,48.08,3.76,5,10,10.0,0.00611570842827124,Intermittent
ITM11124,Automotive,42.53,6.0,3,3,3.0,0.01990268801834409,Intermittent
ITM11697,Automotive,35.07,3.17,5,9,9.0,0.008170469115132396,Intermittent
ITM11851,Electronics,16.57,7.77,6,4,4.0,0.21988571736591234,Intermittent
ITM12074,Pharma,25.34,8.08,7,9,9.0,0.10167390420042746,Intermittent
ITM10209,Pharma,7.92,5.93,6,4,4.0,0.5606076548311396,Lumpy
ITM11666,Electronics,5.82,6.17,9,8,8.0,1.123891427829147,Lumpy
ITM12591,Apparel,28.28,5.75,6,9,9.0,0.04134060986417898,Intermittent
ITM12817,Pharma,48.89,4.19,3,12,12.0,0.007344935247083328,Intermittent
ITM13194,Apparel,25.68,2.13,4,9,9.0,0.006879694733164468,Intermittent
ITM10436,Apparel,47.56,1.49,9,13,13.0,0.0009814967026732996,Intermittent
ITM12055,Pharma,41.71,3.23,7,14,14.0,0.005996870423304477,Intermittent
ITM10661,Apparel,16.86,6.11,8,5,5.0,0.13133100869768344,Intermittent
ITM11736,Pharma,13.95,6.57,8,8,8.0,0.22181061394380858,Intermittent
ITM10240,Groceries,30.36,5.35,3,8,8.0,0.03105303334079756,Intermittent
ITM11772,Groceries,45.06,3.95,4,12,12.0,0.007684432789618774,Intermittent
ITM11799,Electronics,2.59,5.63,3,13,13.0,4.725168080380435,Lumpy
ITM13014,Apparel,32.96,5.18,4,12,12.0,0.024699326633047407,Intermittent
ITM12875,Electronics,24.04,8.04,3,10,10.0,0.11185184980108027,Intermittent
ITM10771,Electronics,27.43,3.25,9,4,4.0,0.0140383189955302,Intermittent
ITM11571,Electronics,27.06,0.8,5,13,13.0,0.0008740260754754294,Intermittent
ITM11639,Groceries,36.98,3.86,8,11,11.0,0.010895340208453199,Intermittent
ITM13052,Groceries,2.89,9.75,5,14,14.0,11.381868033189258,Lumpy
ITM10866,Pharma,8.84,7.83,5,8,8.0,0.784547050633689,Lumpy
ITM11518,Pharma,49.86,9.25,5,11,11.0,0.034417467987782564,Intermittent
ITM12403,Apparel,13.37,1.76,2,8,8.0,0.017328561862507127,Intermittent
ITM11673,Automotive,42.37,4.6,4,8,8.0,0.011786876560709739,Intermittent
ITM12329,Electronics,8.45,9.04,6,8,8.0,1.1445201498546969,Lumpy
ITM12277,Electronics,39.47,8.9,4,7,7.0,0.05084470834708867,Intermittent
ITM10364,Pharma,15.25,8.31,4,7,7.0,0.296935662456329,Intermittent
ITM10723,Pharma,11.9,4.34,9,11,11.0,0.13301038062283735,Intermittent
ITM11173,Apparel,22.11,5.41,9,6,6.0,0.05987107348009757,Intermittent
ITM12041,Groceries,44.37,2.68,9,14,14.0,0.0036483015745084994,Intermittent
ITM11590,Pharma,23.27,2.64,5,3,3.0,0.012871082889544815,Intermittent
ITM10155,Electronics,36.94,6.9,5,4,4.0,0.034890275543038085,Intermittent
ITM10586,Pharma,11.05,3.11,8,14,14.0,0.07921295632767549,Intermittent
ITM12908,Electronics,49.34,5.01,8,9,9.0,0.010310439101367065,Intermittent
ITM10188,Electronics,3.55,9.3,7,10,10.0,6.86292402301131,Lumpy
ITM12436,Groceries,3.76,0.86,6,5,5.0,0.05231439565414214,Intermittent
ITM12306,Groceries,34.53,5.71,5,11,11.0,0.027345071280726524,Intermittent
ITM10074,Automotive,16.55,0.82,8,9,9.0,0.002454888144503975,Intermittent
ITM12647,Pharma,7.14,3.26,6,7,7.0,0.2084677008058125,Intermittent
ITM12797,Pharma,34.94,7.3,4,12,12.0,0.04365157507726877,Intermittent
ITM11713,Apparel,20.89,3.84,4,4,4.0,0.03378979591977032,Intermittent
ITM12485,Automotive,48.76,2.76,6,3,3.0,0.003203987184051264,Intermittent
ITM12445,Pharma,36.98,0.95,8,5,5.0,0.0006599535919171662,Intermittent
ITM13100,Groceries,26.96,1.42,2,9,9.0,0.002774194542524808,Intermittent
ITM11876,Electronics,26.45,5.04,7,14,14.0,0.036308618108139984,Intermittent
ITM11378,Electronics,40.88,1.94,6,9,9.0,0.002252068964196675,Intermittent
ITM11753,Automotive,11.62,8.03,6,6,6.0,0.4775499835585272,Intermittent
ITM12782,Apparel,35.67,5.86,8,5,5.0,0.026989137963651322,Intermittent
ITM11108,Groceries,49.06,8.82,8,7,7.0,0.03232079856292178,Intermittent
ITM11492,Electronics,8.41,8.59,2,12,12.0,1.043264275443565,Lumpy
ITM11146,Groceries,29.88,2.33,8,3,3.0,0.0060806590933121145,Intermittent
ITM11924,Pharma,43.74,5.55,9,11,11.0,0.016100093895653516,Intermittent
ITM10811,Apparel,36.99,2.64,3,10,10.0,0.005093768355884968,Intermittent
ITM11320,Apparel,7.33,2.68,7,9,9.0,0.13367852310395337,Intermittent
ITM10635,Electronics,27.25,1.84,6,14,14.0,0.004559346856325227,Intermittent
ITM12858,Automotive,12.56,4.36,4,3,3.0,0.12050184591667007,Intermittent
ITM13108,Pharma,33.13,6.71,8,8,8.0,0.041020615127466194,Intermittent
ITM11654,Pharma,19.59,9.37,8,6,6.0,0.2287759196243773,Intermittent
ITM11962,Automotive,34.03,9.61,7,5,5.0,0.07974856501182298,Intermittent
ITM10429,Pharma,33.31,1.53,9,6,6.0,0.0021097626339037744,Intermittent
ITM10737,Pharma,44.71,8.46,7,4,4.0,0.035803986635011255,Intermittent
ITM10438,Pharma,18.92,7.59,2,3,3.0,0.16093158464034607,Intermittent
ITM10834,Automotive,9.45,0.85,5,14,14.0,0.008090478989949891,Intermittent
ITM11911,Apparel,13.57,2.71,8,14,14.0,0.0398821797399765,Intermittent
ITM12281,Groceries,21.15,4.76,5,9,9.0,0.05065159923768645,Intermittent
ITM12018,Pharma,47.76,6.1,8,6,6.0,0.016312894736103742,Intermittent
ITM12300,Pharma,5.19,7.35,2,13,13.0,2.0055798723645957,Lumpy
ITM10182,Electronics,1.82,2.92,8,6,6.0,2.5740852554039364,Lumpy
ITM12213,Electronics,31.43,5.71,5,10,10.0,0.033005282509430384,Intermittent
ITM12199,Automotive,39.98,9.87,6,6,6.0,0.06094649375713369,Intermittent
ITM10394,Automotive,37.68,3.17,4,10,10.0,0.007077774735057991,Intermittent
ITM11357,Apparel,38.64,6.65,5,14,14.0,0.029618908842680116,Intermittent
ITM10372,Apparel,44.84,3.19,4,9,9.0,0.005061161063501826,Intermittent
ITM10548,Electronics,6.22,2.31,3,11,11.0,0.1379250628095243,Intermittent
ITM12247,Automotive,16.89,3.91,5,12,12.0,0.05359129056083648,Intermittent
ITM11035,Electronics,36.83,0.62,5,13,13.0,0.0002833870114827031,Intermittent
ITM11572,Electronics,47.75,4.79,2,14,14.0,0.010062925906636332,Intermittent
ITM11311,Automotive,16.72,2.64,2,5,5.0,0.024930747922437678,Intermittent
ITM10562,Automotive,26.61,1.55,7,5,5.0,0.003392920214757374,Intermittent
ITM10693,Electronics,46.21,8.38,2,11,11.0,0.03288638223336245,Intermittent
ITM13006,Pharma,2.08,6.37,3,9,9.0,9.37890625,Lumpy
ITM11923,Groceries,48.8,2.19,9,3,3.0,0.0020139495431335665,Intermittent
ITM11856,Electronics,2.74,3.7,5,9,9.0,1.823485534658213,Lumpy
ITM10348,Apparel,24.95,5.81,2,3,3.0,0.05422644888976348,Intermittent
ITM10779,Electronics,6.3,7.33,8,13,13.0,1.3537137818090201,Lumpy
ITM12025,Automotive,44.55,8.74,7,10,10.0,0.038488186516619,Intermittent
ITM11589,Pharma,36.1,3.84,8,13,13.0,0.01131483030363487,Intermittent
ITM11111,Pharma,16.27,2.53,3,6,6.0,0.024180536724881938,Intermittent
ITM12832,Automotive,5.3,0.89,5,10,10.0,0.028198647205411185,Intermittent
ITM10461,Apparel,3.18,0.72,3,6,6.0,0.05126379494482021,Intermittent
ITM12907,Electronics,20.32,8.53,2,7,7.0,0.17621815712381422,Intermittent
ITM12298,Automotive,5.69,7.46,2,9,9.0,1.7189099366508007,Lumpy
ITM10026,Groceries,3.28,8.62,2,9,9.0,6.906640392623438,Lumpy
ITM11415,Groceries,9.24,4.25,9,7,7.0,0.211560175034201,Intermittent
ITM11476,Apparel,17.3,5.6,3,9,9.0,0.10478131578068091,Intermittent
ITM12824,Pharma,28.71,4.69,8,7,7.0,0.026685743076763867,Intermittent
ITM10130,Groceries,28.58,5.57,6,11,11.0,0.03798270945588263,Intermittent
ITM12951,Groceries,8.14,9.42,9,9,9.0,1.3392232974542555,Lumpy
ITM13104,Pharma,18.67,6.44,6,4,4.0,0.11898250245503829,Intermittent
ITM10911,Groceries,18.23,1.61,7,9,9.0,0.007799709267424322,Intermittent
ITM11248,Automotive,48.23,5.95,4,14,14.0,0.01521946574935594,Intermittent
ITM12898,Pharma,48.09,1.77,9,7,7.0,0.0013546808094149732,Intermittent
ITM11079,Apparel,2.82,3.8,9,13,13.0,1.8158040340023136,Lumpy
ITM11936,Groceries,1.24,8.02,4,4,4.0,41.83168574401665,Lumpy
ITM11253,Pharma,18.16,2.29,9,3,3.0,0.01590154330571135,Intermittent
ITM12224,Pharma,46.91,4.88,5,6,6.0,0.010822031111249056,Intermittent
ITM13134,Groceries,4.5,6.9,2,8,8.0,2.3511111111111114,Lumpy
ITM13034,Groceries,5.85,4.74,5,13,13.0,0.6565154503616044,Lumpy
ITM11057,Pharma,29.93,3.14,7,9,9.0,0.011006414454754603,Intermittent
ITM12479,Electronics,18.8,2.6,4,3,3.0,0.01912630149388864,Intermittent
ITM11537,Automotive,38.89,2.22,3,12,12.0,0.003258592567560554,Intermittent
ITM12065,Pharma,32.87,2.1,2,8,8.0,0.004081682141733591,Intermittent
ITM10886,Apparel,12.05,9.41,7,11,11.0,0.6098248997090271,Lumpy
ITM10169,Pharma,1.05,6.12,2,3,3.0,33.97224489795918,Lumpy
ITM12227,Electronics,13.28,0.83,3,6,6.0,0.00390625,Intermittent
ITM10931,Electronics,2.88,5.68,9,3,3.0,3.88966049382716,Lumpy
ITM11920,Electronics,25.63,2.71,9,5,5.0,0.011179988823208026,Intermittent
ITM10669,Electronics,18.15,7.81,2,3,3.0,0.1851606978879706,Intermittent
ITM12441,Apparel,9.45,3.23,6,3,3.0,0.11682651661487642,Intermittent
ITM10399,Apparel,30.29,7.97,8,6,6.0,0.06923378835665928,Intermittent
ITM12158,Apparel,15.89,2.44,2,7,7.0,0.023579351591594345,Intermittent
ITM10761,Groceries,13.7,4.69,8,6,6.0,0.11719377697266774,Intermittent
ITM12681,Pharma,3.44,6.55,7,7,7.0,3.625481679286101,Lumpy
ITM11401,Automotive,10.72,1.31,5,3,3.0,0.01493320477834707,Intermittent
ITM11293,Apparel,2.8,7.49,2,3,3.0,7.1556250000000015,Lumpy
ITM11252,Apparel,39.37,5.47,7,4,4.0,0.01930384505930302,Intermittent
ITM11954,Pharma,2.61,9.04,8,8,8.0,11.996535576400815,Lumpy
ITM11286,Groceries,30.1,5.6,9,13,13.0,0.034613304488912915,Intermittent
ITM12054,Apparel,34.74,9.92,9,9,9.0,0.08153868742519892,Intermittent
ITM11630,Apparel,42.97,9.26,5,14,14.0,0.04643989894178516,Intermittent
ITM10028,Pharma,32.62,2.04,3,9,9.0,0.003911041474557369,Intermittent
ITM12973,Pharma,43.62,3.07,8,13,13.0,0.004953423138139587,Intermittent
ITM12317,Pharma,38.99,8.3,8,14,14.0,0.04531580657300874,Intermittent
ITM10505,Electronics,32.0,5.96,5,4,4.0,0.0346890625,Intermittent
ITM10501,Electronics,24.61,6.98,5,4,4.0,0.08044288131750885,Intermittent
ITM11110,Electronics,31.08,6.75,4,4,4.0,0.04716778968709471,Intermittent
ITM10655,Electronics,3.75,8.92,2,6,6.0,5.6580551111111115,Lumpy
ITM12909,Automotive,22.12,2.04,5,10,10.0,0.008505308869261532,Intermittent
ITM10534,Groceries,47.49,4.7,4,6,6.0,0.009794705369808657,Intermittent
ITM10368,Pharma,49.2,4.41,7,11,11.0,0.008034280190362878,Intermittent
ITM11309,Automotive,26.89,2.29,6,13,13.0,0.0072525270993030995,Intermittent
ITM11348,Electronics,23.05,3.05,8,12,12.0,0.017508857948155706,Intermittent
ITM11748,Automotive,35.1,4.2,3,13,13.0,0.014318065600116883,Intermittent
ITM10102,Pharma,22.29,9.1,4,5,5.0,0.1666720003316936,Intermittent
ITM11686,Groceries,21.69,9.98,8,8,8.0,0.21171029560462706,Intermittent
ITM10637,Automotive,4.99,4.8,2,4,4.0,0.9252974887651053,Lumpy
ITM12250,Electronics,47.78,6.2,2,9,9.0,0.016838022602898982,Intermittent
ITM11614,Electronics,12.8,8.52,8,4,4.0,0.4430566406249999,Intermittent
ITM12258,Apparel,3.42,7.2,6,3,3.0,4.432132963988919,Lumpy
ITM12242,Pharma,44.92,7.68,2,7,7.0,0.029230950997082766,Intermittent
ITM12318,Pharma,40.28,2.19,2,11,11.0,0.0029560331897176564,Intermittent
ITM12848,Pharma,46.32,9.3,8,6,6.0,0.040311484872077114,Intermittent
ITM10467,Groceries,9.56,1.32,7,11,11.0,0.019064792283048266,Intermittent
ITM12348,Apparel,4.86,2.84,5,13,13.0,0.34147911056918817,Intermittent
ITM10589,Electronics,24.14,0.5,7,5,5.0,0.000429008085257978,Intermittent
ITM10253,Groceries,15.82,4.45,9,10,10.0,0.07912378672198773,Intermittent
ITM10882,Groceries,1.58,7.69,8,7,7.0,23.68855151418042,Lumpy
ITM10951,Groceries,33.22,2.12,6,9,9.0,0.004072606645859015,Intermittent
ITM11050,Pharma,13.83,6.56,7,12,12.0,0.22499005327055258,Intermittent
ITM12934,Apparel,24.83,4.35,9,8,8.0,0.030691991892026472,Intermittent
