SKU,category,forecast_14d_total,mu_demand,sigma_demand,mu_lead,sigma_lead,safety_stock,ROP,EOQ,current_stock,annual_cost_dynamic,annual_cost_static,cost_saving_pct,action
ITM12836,Automotive,162.35,11.596,0.428,8.0,1.5,28.68,121.45,38.56,434,21259.88,31840.7,33.23,Hold
ITM12837,Automotive,465.45,33.246,0.055,2.0,1.5,82.04,148.53,44.35,358,84030.26,170176.25,50.62,Hold
ITM12838,Electronics,465.46,33.247,0.077,2.0,1.5,82.04,148.53,113.08,114,24584.3,33899.66,27.48,Reorder Now
ITM12839,Automotive,632.19,45.157,0.274,2.0,1.5,111.43,201.74,69.68,200,69718.08,134994.57,48.35,Reorder Now
ITM12840,Electronics,124.9,8.922,0.388,5.0,1.5,22.06,66.67,38.89,307,14753.16,20372.04,27.58,Hold
ITM12842,Groceries,630.58,45.041,0.183,3.0,1.5,111.14,246.27,92.19,206,47553.82,79786.34,40.4,Reorder Now
ITM12843,Electronics,373.18,26.655,0.287,5.0,1.5,65.78,199.06,41.34,391,65857.03,125015.38,47.32,Hold
ITM12844,Apparel,251.99,18.0,0.157,8.0,1.5,44.42,188.42,37.8,157,41095.97,78034.41,47.34,Reorder Now
ITM12845,Electronics,127.42,9.102,0.002,3.0,1.5,22.46,49.76,22.74,149,30696.97,56957.49,46.11,Hold
ITM12846,Automotive,628.32,44.88,0.266,9.0,1.5,110.75,514.67,60.4,213,85029.98,163300.8,47.93,Reorder Now
ITM12847,Pharma,289.48,20.677,0.064,6.0,1.5,51.02,175.08,42.22,335,43251.58,77946.1,44.51,Hold
ITM12848,Pharma,630.35,45.025,0.296,8.0,1.5,111.11,471.31,52.72,491,105087.62,223342.21,52.95,Hold
ITM12850,Groceries,285.18,20.37,0.153,7.0,1.5,50.27,192.86,34.62,371,56387.73,105519.89,46.56,Hold
ITM12851,Apparel,423.29,30.235,0.1,7.0,1.5,74.61,286.25,126.15,163,19440.14,22722.06,14.44,Reorder Now
ITM12852,Pharma,68.24,4.875,0.043,5.0,1.5,12.03,36.4,21.65,35,13674.16,13667.86,-0.05,Reorder Now
ITM12853,Automotive,214.89,15.349,0.087,7.0,1.5,37.88,145.32,30.59,321,43786.49,75693.35,42.15,Hold
ITM12854,Automotive,505.51,36.108,0.039,8.0,1.5,89.1,377.96,45.95,442,90879.75,184970.62,50.87,Hold
ITM12855,Groceries,466.08,33.292,0.04,5.0,1.5,82.15,248.61,44.52,264,83745.7,174561.13,52.03,Hold
ITM12856,Pharma,252.37,18.026,0.025,8.0,1.5,44.48,188.69,37.97,434,40909.65,75976.3,46.15,Hold
ITM12857,Electronics,582.87,41.634,0.148,2.0,1.5,102.73,186.0,45.74,126,115440.19,239346.93,51.77,Reorder Now
ITM12858,Automotive,166.06,11.862,0.031,4.0,1.5,29.27,76.72,51.92,107,15203.91,22701.0,33.03,Hold
ITM12860,Pharma,331.13,23.652,0.25,3.0,1.5,58.37,129.32,121.58,414,14825.68,17048.42,13.04,Hold
ITM12861,Pharma,250.95,17.925,0.047,2.0,1.5,44.23,80.08,30.09,394,56981.95,111150.61,48.73,Hold
ITM12862,Pharma,671.0,47.929,0.389,7.0,1.5,118.28,453.78,79.41,360,63586.05,114774.76,44.6,Reorder Now
ITM12863,Pharma,505.24,36.089,0.052,2.0,1.5,89.05,161.23,48.25,23,84264.34,166101.03,49.27,Reorder Now
ITM12864,Pharma,381.05,27.218,0.026,6.0,1.5,67.16,230.47,113.85,346,18841.45,23470.99,19.72,Hold
ITM12865,Automotive,381.33,27.238,0.101,4.0,1.5,67.21,176.16,63.76,429,37000.03,59782.56,38.11,Hold
ITM12866,Groceries,133.79,9.556,0.246,7.0,1.5,23.6,90.5,27.22,386,25673.88,41435.84,38.04,Hold
ITM12867,Pharma,252.09,18.007,0.172,8.0,1.5,44.44,188.49,40.46,325,37372.56,70866.83,47.26,Hold
ITM12868,Apparel,461.87,32.991,0.158,8.0,1.5,81.41,345.34,82.05,415,35256.13,57422.07,38.6,Hold
ITM12869,Apparel,632.75,45.197,0.104,4.0,1.5,111.52,292.31,67.91,114,72432.12,140517.37,48.45,Reorder Now
ITM12870,Groceries,579.49,41.392,0.174,2.0,1.5,102.14,184.92,115.55,228,32185.57,45496.45,29.26,Hold
ITM12871,Electronics,217.14,15.51,0.144,7.0,1.5,38.28,146.85,37.05,244,33898.31,60803.07,44.25,Hold
ITM12872,Electronics,332.19,23.728,0.08,3.0,1.5,58.55,129.73,92.05,478,19721.91,25037.46,21.23,Hold
ITM12873,Electronics,85.65,6.118,0.013,8.0,1.5,15.1,64.04,21.61,367,18668.3,26352.7,29.16,Hold
ITM12874,Apparel,86.29,6.164,0.009,2.0,1.5,15.21,27.54,39.25,499,9076.57,11801.54,23.09,Hold
ITM12875,Electronics,320.97,22.927,0.364,3.0,1.5,56.58,125.36,44.85,340,46387.49,89129.78,47.96,Hold
ITM12876,Automotive,377.22,26.944,0.284,9.0,1.5,66.5,309.0,87.74,66,24621.36,35346.67,30.34,Reorder Now
ITM12877,Pharma,214.4,15.314,0.075,7.0,1.5,37.79,144.99,42.2,495,27902.74,43268.31,35.51,Hold
ITM12878,Apparel,465.51,33.251,0.063,4.0,1.5,82.05,215.05,65.71,200,47596.45,82198.24,42.1,Reorder Now
ITM12880,Groceries,226.81,16.2,0.228,6.0,1.5,39.99,137.19,35.03,218,39100.27,69435.86,43.69,Hold
ITM12881,Pharma,546.59,39.042,0.225,9.0,1.5,96.34,447.72,45.57,405,104506.97,214213.57,51.21,Reorder Now
ITM12882,Apparel,167.46,11.961,0.254,5.0,1.5,29.53,89.34,25.43,125,39292.57,68895.09,42.97,Hold
ITM12883,Electronics,380.93,27.209,0.097,4.0,1.5,67.14,175.98,42.88,299,64396.53,127989.19,49.69,Hold
ITM12884,Electronics,548.72,39.195,0.027,3.0,1.5,96.71,214.3,50.12,279,90762.18,190046.5,52.24,Hold
ITM12885,Automotive,380.92,27.208,0.006,2.0,1.5,67.14,121.55,45.93,127,58201.15,111677.04,47.88,Hold
ITM12887,Electronics,50.16,3.583,0.021,8.0,1.5,8.84,37.51,16.8,429,12538.94,20908.76,40.03,Hold
ITM12888,Groceries,419.98,29.999,0.178,7.0,1.5,74.03,284.01,65.94,478,40724.1,69150.73,41.11,Hold
ITM12889,Groceries,381.09,27.221,0.089,9.0,1.5,67.17,312.15,59.46,315,40555.75,73236.32,44.62,Hold
ITM12892,Electronics,505.32,36.095,0.105,8.0,1.5,89.06,377.82,64.41,350,55323.46,101878.64,45.7,Reorder Now
ITM12893,Automotive,546.45,39.032,0.073,6.0,1.5,96.31,330.5,102.71,214,34001.19,51542.82,34.03,Reorder Now
ITM12894,Automotive,215.54,15.396,0.021,7.0,1.5,37.99,145.76,39.84,31,30365.09,51539.42,41.08,Reorder Now
ITM12895,Electronics,290.25,20.732,0.049,9.0,1.5,51.16,237.75,32.78,214,62909.95,121245.87,48.11,Reorder Now
ITM12896,Electronics,464.71,33.193,0.042,3.0,1.5,81.9,181.49,80.68,302,36322.12,55998.21,35.14,Hold
ITM12897,Groceries,385.14,27.51,0.454,7.0,1.5,67.91,260.48,45.48,388,60065.65,117878.04,49.04,Hold
ITM12898,Pharma,675.93,48.281,0.039,9.0,1.5,119.13,553.66,49.51,201,130071.18,277580.66,53.14,Reorder Now
ITM12899,Pharma,135.79,9.699,0.43,7.0,1.5,24.01,91.9,34.6,469,19098.29,31484.95,39.34,Hold
ITM12900,Electronics,254.61,18.186,0.13,2.0,1.5,44.88,81.25,31.87,324,53464.0,104121.85,48.65,Hold
ITM12901,Apparel,423.9,30.279,0.151,5.0,1.5,74.72,226.11,41.72,163,79470.84,155196.03,48.79,Reorder Now
ITM12902,Automotive,631.17,45.084,0.063,9.0,1.5,111.24,517.0,78.05,405,59357.34,103018.33,42.38,Reorder Now
ITM12903,Automotive,631.19,45.085,0.172,8.0,1.5,111.25,471.93,124.69,335,33201.92,47893.42,30.68,Reorder Now
ITM12905,Apparel,74.75,5.339,0.25,9.0,1.5,13.23,61.29,26.0,49,12286.39,16330.71,24.77,Reorder Now
ITM12906,Groceries,291.02,20.787,0.002,9.0,1.5,51.29,238.37,32.9,103,62797.73,129793.63,51.62,Reorder Now
ITM12907,Electronics,293.33,20.952,0.442,2.0,1.5,51.71,93.61,58.13,185,28680.82,45144.83,36.47,Hold
ITM12908,Electronics,675.43,48.245,0.016,8.0,1.5,119.04,505.0,50.93,303,124200.0,269445.13,53.91,Reorder Now
ITM12909,Automotive,296.79,21.199,0.465,5.0,1.5,52.34,158.33,69.41,300,23421.52,36254.52,35.4,Hold
ITM12910,Electronics,218.09,15.578,0.31,2.0,1.5,38.44,69.6,28.34,115,50130.74,99530.9,49.63,Hold
ITM12911,Electronics,256.76,18.34,0.268,5.0,1.5,45.27,136.97,52.71,400,26950.43,44769.48,39.8,Hold
ITM12912,Electronics,290.55,20.754,0.048,5.0,1.5,51.21,154.98,39.96,285,47045.26,86744.51,45.77,Hold
ITM12913,Automotive,583.64,41.689,0.239,5.0,1.5,102.87,311.31,134.63,463,27546.44,35491.16,22.39,Hold
ITM12914,Groceries,86.6,6.185,0.097,2.0,1.5,15.26,27.64,30.38,317,12292.17,15171.51,18.98,Hold
ITM12915,Groceries,246.33,17.595,0.327,7.0,1.5,43.44,166.6,59.32,315,21964.55,31579.14,30.45,Hold
ITM12917,Automotive,127.47,9.105,0.002,5.0,1.5,22.47,67.99,47.71,352,11907.61,15417.32,22.76,Hold
ITM12920,Groceries,419.9,29.993,0.161,8.0,1.5,74.01,313.95,45.17,61,69420.02,134877.72,48.53,Reorder Now
ITM12921,Automotive,86.51,6.18,0.013,9.0,1.5,15.25,70.86,21.16,322,19467.18,31435.18,38.07,Hold
ITM12922,Automotive,214.7,15.336,0.031,8.0,1.5,37.84,160.53,30.77,440,43367.54,84856.25,48.89,Hold
ITM12923,Electronics,379.2,27.085,0.158,3.0,1.5,66.83,148.09,39.34,265,72762.95,138597.73,47.5,Hold
ITM12924,Pharma,166.91,11.922,0.192,6.0,1.5,29.43,100.96,26.8,227,36244.08,68912.92,47.41,Hold
ITM12925,Groceries,380.97,27.212,0.071,7.0,1.5,67.15,257.63,53.52,256,46807.1,85543.98,45.28,Reorder Now
ITM12926,Pharma,165.69,11.835,0.208,9.0,1.5,29.22,135.73,41.41,41,19949.18,31152.22,35.96,Reorder Now
ITM12927,Automotive,463.66,33.119,0.077,8.0,1.5,81.72,346.67,56.16,204,58887.85,109565.17,46.25,Reorder Now
ITM12928,Automotive,627.11,44.794,0.32,6.0,1.5,110.54,379.3,63.24,487,79215.2,155661.07,49.11,Hold
ITM12929,Automotive,82.45,5.89,0.406,5.0,1.5,14.61,44.06,29.01,261,12218.57,16261.62,24.86,Hold
ITM12930,Pharma,167.83,11.988,0.236,6.0,1.5,29.59,101.52,32.57,382,27827.81,46744.2,40.47,Hold
ITM12931,Automotive,582.86,41.633,0.121,6.0,1.5,102.73,352.53,117.8,302,31746.61,45499.44,30.23,Reorder Now
ITM12932,Electronics,463.79,33.128,0.199,5.0,1.5,81.75,247.38,78.32,60,37595.65,59243.51,36.54,Reorder Now
ITM12933,Automotive,89.67,6.405,0.073,7.0,1.5,15.81,60.64,20.53,355,21326.94,29848.73,28.55,Hold
ITM12934,Apparel,334.65,23.904,0.267,9.0,1.5,59.0,274.13,72.88,181,26023.85,40749.55,36.14,Reorder Now
ITM12935,Pharma,168.9,12.064,0.199,5.0,1.5,29.78,90.1,57.89,179,13721.08,17751.21,22.7,Hold
ITM12936,Apparel,155.71,11.122,0.53,3.0,1.5,27.49,60.85,41.37,493,18364.47,27544.07,33.33,Hold
ITM12937,Automotive,676.69,48.335,0.055,4.0,1.5,119.27,312.61,77.73,108,66343.83,118655.09,44.09,Reorder Now
ITM12938,Electronics,547.98,39.141,0.069,9.0,1.5,96.58,448.85,73.73,341,51901.48,89666.05,42.12,Reorder Now
ITM12939,Groceries,506.21,36.158,0.033,2.0,1.5,89.22,161.54,66.81,31,52730.06,92150.4,42.78,Reorder Now
ITM12940,Automotive,161.32,11.523,0.319,5.0,1.5,28.46,86.07,55.81,443,13482.49,19961.13,32.46,Hold
ITM12941,Electronics,91.24,6.517,0.543,5.0,1.5,16.2,48.79,39.87,92,9580.48,13233.73,27.61,Hold
ITM12942,Pharma,631.6,45.115,0.065,6.0,1.5,111.32,382.01,90.57,95,48762.68,79255.68,38.47,Reorder Now
ITM12943,Apparel,53.56,3.826,0.096,3.0,1.5,9.44,20.92,21.09,365,10283.67,7529.46,-36.58,Hold
ITM12944,Apparel,292.36,20.883,0.416,8.0,1.5,51.56,218.63,53.12,220,32086.97,51910.77,38.19,Hold
ITM12945,Apparel,211.49,15.107,0.275,8.0,1.5,37.3,158.15,30.73,29,42483.52,77327.32,45.06,Reorder Now
ITM12946,Pharma,417.73,29.838,0.445,6.0,1.5,73.65,252.67,52.08,371,55925.4,101962.51,45.15,Hold
ITM12947,Electronics,171.79,12.271,0.329,7.0,1.5,30.31,116.21,32.11,245,29352.82,54897.61,46.53,Hold
ITM12948,Pharma,248.23,17.731,0.318,9.0,1.5,43.78,203.36,38.93,195,38556.43,64493.93,40.22,Reorder Now
ITM12949,Apparel,584.23,41.731,0.196,5.0,1.5,102.97,311.63,69.66,295,61805.21,115820.8,46.64,Reorder Now
ITM12950,Automotive,423.05,30.218,0.153,9.0,1.5,74.57,346.53,39.26,58,86949.88,181287.66,52.04,Reorder Now
ITM12951,Groceries,145.67,10.405,0.359,9.0,1.5,25.74,119.38,78.23,79,8350.31,8782.76,4.92,Reorder Now
ITM12952,Pharma,508.83,36.345,0.416,5.0,1.5,89.7,271.42,84.42,85,39044.34,63461.68,38.48,Reorder Now
ITM12953,Pharma,170.07,12.148,0.237,6.0,1.5,29.99,102.88,43.57,340,19400.33,28139.63,31.06,Hold
ITM12954,Electronics,301.34,21.525,0.318,9.0,1.5,53.14,246.86,34.87,454,60785.49,123377.14,50.73,Hold
ITM12955,Electronics,466.47,33.319,0.094,5.0,1.5,82.22,248.81,42.44,143,90253.52,182850.91,50.64,Reorder Now
ITM12956,Pharma,214.59,15.328,0.014,7.0,1.5,37.82,145.12,29.94,183,45090.83,80626.76,44.07,Hold
ITM12958,Groceries,504.01,36.001,0.13,4.0,1.5,88.83,232.84,44.23,430,95937.47,203908.11,52.95,Hold
ITM12959,Electronics,675.67,48.262,0.057,2.0,1.5,119.09,215.61,129.0,405,35068.3,48264.93,27.34,Hold
ITM12960,Apparel,380.39,27.171,0.057,2.0,1.5,67.04,121.39,45.03,178,59774.42,114126.6,47.62,Hold
ITM12962,Electronics,252.18,18.013,0.129,4.0,1.5,44.45,116.5,34.31,97,47271.23,87653.11,46.07,Reorder Now
ITM12963,Apparel,290.41,20.743,0.028,5.0,1.5,51.18,154.9,57.38,213,28750.44,46173.02,37.73,Hold
ITM12964,Apparel,251.68,17.977,0.038,6.0,1.5,44.36,152.22,35.09,304,45618.79,84241.04,45.85,Hold
ITM12965,Groceries,320.14,22.867,0.427,8.0,1.5,56.46,239.4,58.86,34,31954.26,51772.69,38.28,Reorder Now
ITM12966,Groceries,464.78,33.199,0.123,3.0,1.5,81.92,181.52,103.49,31,27037.37,36841.88,26.61,Reorder Now
ITM12967,Automotive,103.7,7.407,0.214,5.0,1.5,18.29,55.33,22.52,120,23103.35,37576.4,38.52,Hold
ITM12968,Apparel,214.27,15.305,0.069,4.0,1.5,37.77,98.99,58.98,175,18330.47,25319.03,27.6,Hold
ITM12969,Apparel,379.81,27.129,0.165,9.0,1.5,66.95,311.11,93.55,359,23111.08,30829.11,25.03,Hold
ITM12970,Groceries,248.81,17.772,0.32,7.0,1.5,43.87,168.28,39.31,144,38160.46,64243.97,40.6,Reorder Now
ITM12971,Electronics,674.6,48.185,0.091,4.0,1.5,118.9,311.64,61.36,378,93008.23,191152.8,51.34,Hold
ITM12972,Electronics,289.45,20.675,0.069,9.0,1.5,51.02,237.09,101.67,299,14919.4,18996.66,21.46,Hold
ITM12973,Pharma,627.37,44.812,0.31,8.0,1.5,110.58,469.08,201.84,424,20722.04,20254.95,-2.31,Reorder Now
ITM12974,Groceries,632.58,45.184,0.004,2.0,1.5,111.49,201.86,50.38,413,113416.08,236978.97,52.14,Hold
ITM12976,Groceries,58.1,4.15,0.304,8.0,1.5,10.34,43.54,18.52,353,13501.83,19393.67,30.38,Hold
ITM12977,Automotive,676.73,48.338,0.056,2.0,1.5,119.27,215.95,50.31,376,127045.09,266254.05,52.28,Hold
ITM12978,Apparel,127.45,9.104,0.035,3.0,1.5,22.46,49.78,29.17,165,21826.67,30193.73,27.71,Hold
ITM12979,Automotive,50.44,3.603,0.024,9.0,1.5,8.89,41.32,31.21,235,6072.69,6711.98,9.52,Hold
ITM12980,Groceries,285.11,20.365,0.244,9.0,1.5,50.27,233.55,48.95,417,34497.62,61800.22,44.18,Hold
ITM12982,Electronics,127.35,9.096,0.025,2.0,1.5,22.45,40.64,24.23,147,28064.11,54113.8,48.14,Hold
ITM12984,Pharma,174.3,12.45,0.501,9.0,1.5,30.82,142.87,85.58,351,9494.42,11269.01,15.75,Hold
ITM12985,Groceries,465.48,33.248,0.083,4.0,1.5,82.04,215.03,94.79,169,29949.44,45712.54,34.48,Reorder Now
ITM12986,Groceries,126.68,9.048,0.303,2.0,1.5,22.34,40.43,33.42,473,18136.88,31471.91,42.37,Hold
ITM12987,Electronics,381.08,27.22,0.03,2.0,1.5,67.17,121.61,43.48,55,63121.67,124597.68,49.34,Reorder Now
ITM12988,Automotive,673.95,48.139,0.238,6.0,1.5,118.79,407.62,63.07,192,89104.79,180706.2,50.69,Reorder Now
ITM12989,Apparel,291.5,20.822,0.229,7.0,1.5,51.39,197.14,107.55,439,14242.33,17500.06,18.62,Hold
ITM12991,Automotive,673.33,48.095,0.251,8.0,1.5,118.68,503.44,62.03,225,91225.82,183317.36,50.24,Reorder Now
ITM12992,Electronics,136.0,9.714,0.328,4.0,1.5,23.99,62.85,23.3,146,32669.36,49000.89,33.33,Hold
ITM12993,Electronics,287.61,20.543,0.262,6.0,1.5,50.7,173.96,48.04,355,35826.6,64887.28,44.79,Hold
ITM12994,Electronics,588.01,42.001,0.231,8.0,1.5,103.64,439.65,63.86,464,70636.87,136461.39,48.24,Hold
ITM12995,Pharma,629.47,44.962,0.382,3.0,1.5,110.95,245.84,71.89,375,66266.38,127023.54,47.83,Hold
ITM12996,Automotive,423.42,30.244,0.122,8.0,1.5,74.63,316.58,45.36,459,69899.68,138827.49,49.65,Hold
ITM12997,Groceries,130.84,9.346,0.291,3.0,1.5,23.08,51.11,24.72,236,28394.45,44204.29,35.77,Hold
ITM12998,Apparel,632.16,45.154,0.073,4.0,1.5,111.42,292.04,55.42,115,97759.53,199394.47,50.97,Reorder Now
ITM12999,Pharma,127.47,9.105,0.002,9.0,1.5,22.47,104.42,37.43,436,15871.79,24954.15,36.4,Hold
ITM13000,Groceries,253.53,18.109,0.178,7.0,1.5,44.69,171.46,37.18,448,42452.15,79084.35,46.32,Hold
ITM13001,Automotive,254.16,18.154,0.214,9.0,1.5,44.81,208.2,49.53,183,28794.05,50517.12,43.0,Reorder Now
ITM13002,Electronics,331.64,23.689,0.059,3.0,1.5,58.45,129.52,37.55,167,63192.3,121031.25,47.79,Hold
ITM13003,Automotive,549.5,39.25,0.14,4.0,1.5,96.85,253.85,140.09,37,24459.67,30584.8,20.03,Reorder Now
ITM13004,Apparel,548.75,39.196,0.118,9.0,1.5,96.72,449.48,151.84,313,22576.62,27063.76,16.58,Reorder Now
ITM13005,Pharma,505.53,36.109,0.029,8.0,1.5,89.1,377.97,111.59,214,27832.5,38703.08,28.09,Reorder Now
ITM13006,Pharma,54.7,3.907,0.328,3.0,1.5,9.69,21.41,28.53,170,7408.41,6972.88,-6.25,Hold
ITM13007,Apparel,417.64,29.831,0.198,5.0,1.5,73.61,222.77,132.47,499,18231.57,20518.16,11.14,Hold
ITM13008,Groceries,548.57,39.183,0.042,2.0,1.5,96.69,175.05,127.77,384,26813.66,34043.91,21.24,Hold
ITM13009,Groceries,332.22,23.73,0.093,8.0,1.5,58.56,248.4,59.07,142,33526.35,53965.34,37.87,Reorder Now
ITM13010,Pharma,673.56,48.112,0.235,7.0,1.5,118.72,455.5,128.8,419,34980.62,48566.2,27.97,Reorder Now
ITM13011,Pharma,582.21,41.587,0.115,9.0,1.5,102.62,476.9,50.67,206,98225.64,201116.11,51.16,Reorder Now
ITM13012,Electronics,466.77,33.341,0.07,8.0,1.5,82.27,349.0,129.11,472,21515.72,25763.58,16.49,Hold
ITM13013,Groceries,49.16,3.511,0.007,5.0,1.5,8.66,26.22,13.85,471,15680.63,28934.28,45.81,Hold
ITM13014,Apparel,466.1,33.293,0.115,4.0,1.5,82.15,215.32,43.62,168,86410.23,175093.48,50.65,Reorder Now
ITM13015,Groceries,631.82,45.13,0.119,4.0,1.5,111.36,291.88,95.01,123,45897.82,75785.61,39.44,Reorder Now
ITM13017,Pharma,585.45,41.818,0.26,5.0,1.5,103.19,312.28,118.06,481,31859.08,45214.22,29.54,Hold
ITM13018,Pharma,250.63,17.902,0.051,9.0,1.5,44.17,205.29,39.28,250,38603.22,64321.21,39.98,Hold
ITM13019,Electronics,423.04,30.217,0.022,8.0,1.5,74.56,316.3,49.36,498,61603.64,113553.06,45.75,Hold
ITM13020,Apparel,461.52,32.966,0.213,2.0,1.5,81.34,147.28,68.62,225,44333.22,76091.08,41.74,Hold
ITM13025,Electronics,503.55,35.968,0.089,9.0,1.5,88.75,412.46,65.83,106,53394.08,95096.47,43.85,Reorder Now
ITM13027,Pharma,332.13,23.723,0.083,5.0,1.5,58.54,177.15,79.01,336,23407.7,34024.25,31.2,Hold
ITM13028,Groceries,51.7,3.693,0.077,3.0,1.5,9.11,20.19,16.85,218,12996.33,12895.05,-0.79,Hold
ITM13029,Automotive,113.3,8.093,0.275,9.0,1.5,20.02,92.85,33.53,65,15547.79,23308.36,33.3,Reorder Now
ITM13030,Apparel,464.29,33.164,0.124,5.0,1.5,81.83,247.65,84.91,307,34048.4,54756.12,37.82,Hold
ITM13031,Pharma,547.65,39.118,0.044,9.0,1.5,96.52,448.58,79.43,34,46957.56,77240.1,39.21,Reorder Now
ITM13032,Apparel,87.59,6.256,0.055,6.0,1.5,15.44,52.98,30.33,63,12502.18,19424.75,35.64,Hold
ITM13033,Pharma,166.23,11.873,0.097,4.0,1.5,29.3,76.79,30.34,420,30247.37,54535.14,44.54,Hold
ITM13034,Groceries,90.09,6.435,0.494,5.0,1.5,15.98,48.16,38.68,188,9754.12,12247.3,20.36,Hold
ITM13035,Groceries,331.5,23.678,0.005,6.0,1.5,58.43,200.5,39.86,329,57776.36,105678.04,45.33,Hold
ITM13036,Groceries,123.14,8.796,0.507,6.0,1.5,21.8,74.57,35.96,63,15942.28,20539.69,22.38,Reorder Now
ITM13037,Groceries,321.24,22.945,0.313,6.0,1.5,56.63,194.3,47.2,117,43222.7,76572.06,43.55,Reorder Now
ITM13038,Electronics,507.92,36.28,0.298,4.0,1.5,89.53,234.64,52.03,280,75857.53,151887.64,50.06,Hold
ITM13039,Electronics,466.58,33.327,0.102,4.0,1.5,82.23,215.54,54.31,128,62399.03,122364.62,49.01,Reorder Now
ITM13040,Automotive,222.28,15.877,0.298,8.0,1.5,39.2,166.22,34.17,302,39318.69,67649.28,41.88,Hold
ITM13042,Pharma,636.36,45.454,0.314,3.0,1.5,112.16,248.52,48.53,362,121494.74,263664.53,53.92,Hold
ITM13043,Pharma,252.9,18.064,0.085,4.0,1.5,44.57,116.83,43.15,123,34356.96,59953.24,42.69,Hold
ITM13044,Electronics,253.22,18.087,0.256,4.0,1.5,44.64,116.99,50.47,275,27948.98,43808.63,36.2,Hold
ITM13045,Pharma,420.89,30.063,0.173,4.0,1.5,74.18,194.44,67.49,398,39615.9,64872.02,38.93,Hold
ITM13046,Electronics,167.71,11.979,0.247,9.0,1.5,29.58,137.39,81.58,225,9489.49,11582.48,18.07,Hold
ITM13047,Automotive,465.23,33.231,0.123,5.0,1.5,82.0,248.15,48.72,354,72861.21,142574.0,48.9,Hold
ITM13048,Apparel,583.25,41.661,0.198,4.0,1.5,102.8,269.44,83.33,62,48364.95,82324.03,41.25,Reorder Now
ITM13049,Automotive,316.16,22.583,0.148,3.0,1.5,55.72,123.47,34.3,372,67207.14,139854.14,51.94,Hold
ITM13050,Groceries,464.31,33.165,0.142,9.0,1.5,81.84,380.32,81.44,264,35851.47,58934.49,39.17,Reorder Now
ITM13051,Groceries,465.48,33.249,0.014,6.0,1.5,82.04,281.53,54.73,306,61480.63,115490.38,46.77,Hold
ITM13052,Groceries,85.45,6.104,0.05,5.0,1.5,15.06,45.58,20.17,374,20404.31,20588.82,0.9,Hold
ITM13053,Automotive,133.81,9.558,0.45,2.0,1.5,23.61,42.72,23.37,292,31751.62,59929.64,47.02,Hold
ITM13054,Pharma,630.9,45.064,0.124,9.0,1.5,111.2,516.78,106.14,495,39955.74,61213.27,34.73,Reorder Now
ITM13055,Apparel,668.63,47.76,0.371,4.0,1.5,117.85,308.89,49.24,102,128862.57,271743.48,52.58,Reorder Now
ITM13056,Groceries,548.36,39.169,0.135,9.0,1.5,96.65,449.17,46.39,129,102171.47,213315.9,52.1,Reorder Now
ITM13057,Groceries,631.53,45.109,0.027,8.0,1.5,111.31,472.18,48.35,457,120698.91,261967.3,53.93,Reorder Now
ITM13058,Groceries,214.79,15.342,0.026,8.0,1.5,37.86,160.59,29.87,209,45315.96,89461.83,49.35,Hold
ITM13059,Apparel,172.34,12.31,0.174,9.0,1.5,30.39,141.17,26.37,490,38915.19,77258.0,49.63,Hold
ITM13060,Groceries,290.29,20.735,0.051,6.0,1.5,51.16,175.57,40.89,307,45448.64,80925.18,43.84,Hold
ITM13061,Apparel,64.28,4.592,0.318,6.0,1.5,11.4,38.95,16.39,443,18182.19,25909.1,29.82,Hold
ITM13063,Automotive,675.21,48.229,0.013,8.0,1.5,119.01,504.84,65.62,270,84277.51,167948.61,49.82,Reorder Now
ITM13064,Automotive,583.53,41.681,0.086,2.0,1.5,102.85,186.21,59.69,231,77016.49,149096.47,48.34,Hold
ITM13065,Apparel,382.13,27.295,0.27,7.0,1.5,67.36,258.43,37.04,310,80809.23,170669.18,52.65,Hold
ITM13066,Automotive,214.96,15.354,0.009,8.0,1.5,37.89,160.72,71.54,152,14784.56,19721.07,25.03,Reorder Now
ITM13067,Apparel,164.56,11.754,0.16,9.0,1.5,29.01,134.8,26.85,220,35383.15,59756.45,40.79,Hold
ITM13068,Automotive,242.94,17.353,0.28,8.0,1.5,42.84,181.66,52.9,304,24833.64,42323.98,41.32,Hold
ITM13070,Apparel,321.5,22.964,0.419,7.0,1.5,56.69,217.44,95.84,428,18109.82,23371.1,22.51,Hold
ITM13071,Pharma,637.31,45.522,0.381,6.0,1.5,112.34,385.47,76.89,114,61489.99,113917.15,46.02,Reorder Now
ITM13072,Automotive,583.3,41.664,0.024,7.0,1.5,102.81,394.45,45.87,297,115053.3,250448.96,54.06,Reorder Now
ITM13073,Groceries,86.48,6.177,0.007,8.0,1.5,15.24,64.66,26.96,469,14220.01,21330.57,33.34,Hold
ITM13074,Pharma,123.17,8.798,0.498,6.0,1.5,21.8,74.59,25.34,448,25178.75,37729.71,33.27,Hold
ITM13075,Apparel,465.47,33.248,0.059,7.0,1.5,82.04,314.77,100.37,344,28039.55,41036.65,31.67,Hold
ITM13076,Pharma,170.66,12.19,0.223,6.0,1.5,30.09,103.23,25.67,238,39877.64,75656.79,47.29,Hold
ITM13077,Electronics,548.62,39.187,0.025,6.0,1.5,96.69,331.81,48.44,108,95618.28,199392.47,52.05,Reorder Now
